,inscricao,ano,municipio_residencia,uf_residencia,idade,sexo,estado_civil,raca,gestante,municipio_prova,uf_prova,nota_ciencias_da_naturaza,nota_ciencias_humanas,nota_linguagens_e_codigos,nota_matematica,nota_redacao,questionario_pai,questionario_mae
3885,72b891ed97a7bfa7f6460b4363a13d7f724f7fea,2016,Uberlândia,MG,25,F,Solteiro(a),Branca,Não,Uberlândia,MG,516.5,586.1,577.6,675.0,560.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade."
3886,f76ffa450ab746f0593ff4b09bd02736ea2b6fed,2016,Formosa,GO,17,F,Não informado,Parda,Não,Formosa,GO,541.5,621.0,540.3,548.9,500.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade."
3887,580a552173fafeb5cc9665dc4c4b9d10cff48690,2016,Divinópolis,MG,26,F,Solteiro(a),Branca,Não,Divinópolis,MG,474.8,498.8,0.0,0.0,0.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade."
3888,51d4c260b08b1d3a97c92f2be4fcb6ecda7e62ab,2016,Muniz Freire,ES,33,F,Casado(a)/Mora com companheiro(a),Branca,Não,Castelo,ES,0.0,0.0,0.0,0.0,0.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio."
3889,29ecc313a5e82cd417d5a1bcc89232cf292e8c98,2016,Ribeirão Preto,SP,17,F,Não informado,Branca,Não,Ribeirão Preto,SP,493.9,545.4,600.6,555.2,520.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade."
3890,59d77d2eff725e324bd59fba660e9a62f23f3cb8,2016,Governador Jorge Teixeira,RO,15,F,Não informado,Amarela,Não,Jaru,RO,398.6,512.5,495.7,483.6,400.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.","Completou o Ensino Médio, mas não completou a Faculdade."
3891,2be9f7a3611910ff77f42681d6b3282add2c8bc6,2016,Governador Lindenberg,ES,17,M,Não informado,Branca,Não,Colatina,ES,582.4,594.2,536.2,587.0,640.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio."
3892,bf0d3da8203ac692a5d166ffafad673a21f3df62,2016,Itapecerica da Serra,SP,17,F,Não informado,Parda,Não,Ponte Nova,MG,570.5,607.4,539.7,507.4,640.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,"Completou a Faculdade, mas não completou a Pós-graduação."
3893,c31960fb772216f2d6dffd1b5348b3b460f9f246,2016,Vitória,ES,21,M,Não informado,Parda,Não,Vitória,ES,461.3,465.4,485.0,452.0,340.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio."
3894,c1742b084e259b0884670a609d709598b02aca05,2016,Maringá,PR,17,M,Não informado,Parda,Não,Maringá,PR,471.6,548.3,498.8,344.6,520.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a Faculdade, mas não completou a Pós-graduação."
3895,22967f2cfb28705d0648ee24d680e046fc527a38,2016,Natal,RN,53,M,Solteiro(a),Parda,Não,Natal,RN,474.2,514.5,522.7,418.8,480.0,Nunca estudou,Nunca estudou
3896,074e56e87ea90c4a4d3f958be858d152b8aae7c9,2016,Salgueiro,PE,20,M,Não informado,Preta,Não,Salgueiro,PE,448.3,473.2,374.2,438.0,340.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.","Completou o Ensino Médio, mas não completou a Faculdade."
3897,f04847ed9c2ac4849f8968722ab774410a326223,2016,Porto Velho,RO,23,F,Não informado,Parda,Não,Porto Velho,RO,523.7,580.2,567.8,609.7,680.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,"Completou o Ensino Médio, mas não completou a Faculdade."
3898,fc3b4c4ac5d946350037abc9a81090eaca3653ba,2016,Riachão,MA,19,F,Não informado,Parda,Não,Balsas,MA,394.7,546.3,570.6,468.0,600.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental."
3899,4f5f81f6ba65897b5ed48c419f15b0b3d484f51b,2016,Belém,PA,31,F,Não informado,Parda,Não,Belém,PA,444.8,470.2,447.2,397.0,520.0,Não sei.,Não sei.
3900,ddf2a3ffbc4a325fe89432b4f69b8fbdeab3a6e4,2016,Cassilândia,MS,17,F,Não informado,Branca,Não,Cassilândia,MS,510.9,559.7,564.3,625.6,440.0,Nunca estudou,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental."
3901,92eda2cd4c7b9b55514747465b2b9931aa2de2c3,2016,Piripiri,PI,34,M,Solteiro(a),Parda,Não,Piripiri,PI,0.0,0.0,0.0,0.0,0.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,Não completou a 4ª série/5º ano do Ensino Fundamental.
3902,81f7346364a05a62b40e34383495dcde49932214,2016,Caruaru,PE,21,F,Não informado,Branca,Não,Caruaru,PE,469.9,597.0,596.9,388.3,640.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou o Ensino Médio, mas não completou a Faculdade."
3903,0ad1f53a135e12db9b7d6fea65d87d1322cdb034,2016,Santa Rita do Passa Quatro,SP,18,F,Não informado,Branca,Não,Porto Ferreira,SP,510.0,509.7,550.4,557.9,640.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade."
3904,4b1ae142a87cf9fc6e0fc64c8212fc7ddce38d6b,2016,Engenheiro Coelho,SP,22,M,Não informado,Preta,Não,Artur Nogueira,SP,420.1,586.2,498.5,437.3,520.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.","Completou a Faculdade, mas não completou a Pós-graduação."
3905,227e444f44acfb2bf7ab2b96d9ed55d12744498c,2016,Castanhal,PA,40,M,Solteiro(a),Parda,Não,Castanhal,PA,0.0,0.0,0.0,0.0,0.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.","Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental."
3906,6732bb2dc5f39c81dbaa60eb4fa40fcc7689ed48,2016,Campo Grande,MS,18,M,Não informado,Preta,Não,Campo Grande,MS,457.0,435.2,462.8,579.9,480.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,"Completou o Ensino Médio, mas não completou a Faculdade."
3907,83040997df1506d7f391c34aa78919d9bc55e518,2016,Tupanciretã,RS,19,F,Não informado,Branca,Não,Júlio de Castilhos,RS,463.4,530.9,550.3,388.6,420.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,Não completou a 4ª série/5º ano do Ensino Fundamental.
3908,709d57e18235643101bf13a1a095b7e6e22f596b,2016,Santa Maria da Vitória,BA,25,F,Não informado,Parda,Não,Santa Maria da Vitória,BA,377.0,428.8,418.4,408.1,0.0,Nunca estudou,Nunca estudou
3909,03927acc0260ef3e8a9dd0557bfd8ee947477206,2016,Rio Branco,AC,21,F,Solteiro(a),Parda,Não,Rio Branco,AC,501.1,527.2,548.1,394.7,400.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental."
3910,dca921f7d6721a7649cb8845bef2e432b6e71ae5,2016,Fortaleza,CE,17,M,Não informado,Parda,Não,Fortaleza,CE,459.8,563.2,543.6,394.4,400.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,"Completou o Ensino Médio, mas não completou a Faculdade."
3911,845baf7dfdf58a59d73a39a61282bc2d363d7579,2016,Goioerê,PR,17,F,Não informado,Branca,Não,Goioerê,PR,548.8,617.3,579.2,515.6,740.0,Não sei.,Não sei.
3912,c8c6cc22f323f575f9ec89832972fe568fbc9fc8,2016,Catende,PE,18,F,Não informado,Parda,Não,Catende,PE,442.7,375.4,530.1,361.3,500.0,Nunca estudou,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental."
3913,8cbaf1483e3b55f5eb74e18499e3a5e10ede4899,2016,Assis Chateaubriand,PR,17,F,Não informado,Branca,Não,Assis Chateaubriand,PR,428.5,442.9,380.7,381.6,460.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade."
3914,da4bd8947a0249ca452cbee94410d58b531f8201,2016,São Paulo,SP,23,M,Não informado,Parda,Não,São Paulo,SP,0.0,0.0,0.0,0.0,0.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.","Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental."
3915,1f564b5404707c7e20545ee199831559837999ac,2016,Araçoiaba,PE,18,M,Não informado,Parda,Não,Carpina,PE,429.4,461.5,436.9,372.8,500.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.",Não completou a 4ª série/5º ano do Ensino Fundamental.
3916,f5c85d5b9bbda67bb91cd9d581b50fa853bf40c2,2016,Itupiranga,PA,38,F,Não informado,Parda,Não,Itupiranga,PA,460.5,603.6,559.3,470.3,720.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental."
3917,477dd19b2bd3bd873a702432d4158c9bf57529a1,2016,Abaiara,CE,17,F,Não informado,Parda,Não,Milagres,CE,374.4,425.0,413.9,373.8,0.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.","Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental."
3918,122191f7c72d9fbf228a6368a65c88e2beea3279,2016,Rio de Janeiro,RJ,39,M,Não informado,Parda,Não,Rio de Janeiro,RJ,0.0,0.0,0.0,0.0,0.0,Completou a Pós-graduação.,"Completou o Ensino Médio, mas não completou a Faculdade."
3919,20a540d2bd11b81f23c580aa93492df61f17c045,2016,São Félix do Araguaia,MT,45,F,Não informado,Preta,Não,São Félix do Araguaia,MT,476.9,488.2,521.2,357.5,460.0,Nunca estudou,Não completou a 4ª série/5º ano do Ensino Fundamental.
3920,f510f6a90716ae606ac74b5d7ad68e073754c9d8,2016,Caririaçu,CE,47,F,Solteiro(a),Parda,Não,Caririaçu,CE,506.1,500.5,492.2,403.5,400.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio."
3921,d20f7dc1bf8a9892163b351bdb1649c92a2f0f98,2016,Santo Amaro da Imperatriz,SC,16,F,Não informado,Branca,Não,Palhoça,SC,586.5,580.3,510.8,472.2,540.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou o Ensino Médio, mas não completou a Faculdade."
3922,ed2e788578107f6779948f26cc94ffa3053bed0c,2016,São Borja,RS,20,M,Não informado,Branca,Não,São Borja,RS,0.0,0.0,0.0,0.0,0.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade."
3923,80d88b1cfc11a1c06521d4165f09e13ff9e792fd,2016,Goiânia,GO,17,M,Não informado,Parda,Não,Goiânia,GO,404.6,555.0,512.7,384.9,540.0,Não sei.,"Completou o Ensino Médio, mas não completou a Faculdade."
3924,2cd40c6e18d7b46a9c017930a84d8e52e6ec2a02,2016,Angra dos Reis,RJ,18,F,Não informado,Branca,Não,Angra dos Reis,RJ,479.2,554.3,573.6,419.8,720.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio."
3925,86662017ee576846d3ae9ef8c5f6dc8932af955d,2016,Rio de Janeiro,RJ,23,M,Não informado,Branca,Não,Rio de Janeiro,RJ,475.2,604.3,601.6,615.6,520.0,Completou a Pós-graduação.,"Completou a Faculdade, mas não completou a Pós-graduação."
3926,890c074615643ce695fce554898b0581f54e466e,2016,Belém,PA,21,M,Não informado,Branca,Não,Belém,PA,383.8,521.4,512.4,505.1,500.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade."
3927,40f353b81c363d6bd953ca11d4bba88cdfddc3e8,2016,Palmas,TO,17,F,Não informado,Parda,Não,Palmas,TO,0.0,0.0,0.0,0.0,0.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.","Completou a Faculdade, mas não completou a Pós-graduação."
3928,775f4c2bcc69084033a85b9b1fa164637303b356,2016,Brasília,DF,19,M,Não informado,Parda,Não,Brasília,DF,466.2,435.3,533.6,413.5,320.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental."
3929,b9a91882318dca8346587c9116e26d40c95460a9,2016,Paranatinga,MT,26,M,Não informado,Parda,Não,Paranatinga,MT,0.0,0.0,0.0,0.0,0.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,Não completou a 4ª série/5º ano do Ensino Fundamental.
3930,db3b695148afdd100cd05da2ef6a276f08d4fff7,2016,Carapicuíba,SP,19,F,Não informado,Parda,Não,Carapicuíba,SP,0.0,0.0,0.0,0.0,0.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.","Completou o Ensino Médio, mas não completou a Faculdade."
3931,6b82a513a2fb377ea9e21d2480a2ea19f22802e9,2016,Conceição das Pedras,MG,17,F,Não informado,Branca,Não,Itajubá,MG,534.6,519.2,530.3,510.2,520.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade."
3932,bd2a2a01bc13cd2e8088533df8311d19150ae298,2016,Resende,RJ,17,M,Não informado,Parda,Não,Resende,RJ,492.2,492.2,401.3,555.2,580.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou o Ensino Médio, mas não completou a Faculdade."
3933,f68ecea84251e7e9b1f141d8cbeae4391b35889c,2016,Viçosa do Ceará,CE,16,F,Não informado,Parda,Não,Viçosa do Ceará,CE,476.0,511.3,459.5,407.3,680.0,Nunca estudou,Nunca estudou
3934,18bfd177488344b526ffa72e7c6bd9de7157eff9,2016,Caucaia,CE,16,F,Não informado,Parda,Não,Caucaia,CE,493.5,568.8,503.3,397.2,620.0,Completou a Pós-graduação.,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental."
3935,c31d9443128b88b00fd36f568a1f5edc1ce563e9,2016,Campo Grande,MS,25,F,Não informado,Parda,Não,Campo Grande,MS,401.1,471.1,559.8,446.4,480.0,Não sei.,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio."
3936,b63af87b144cb9b6faa1db57d71f91c9d4aacda1,2016,Guarulhos,SP,17,F,Não informado,Parda,Não,Guarulhos,SP,482.4,611.8,530.1,398.0,680.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,"Completou o Ensino Médio, mas não completou a Faculdade."
3937,42fd0a628b3c609b3ac6ed492da7eaed1fb1dcb6,2016,Coaraci,BA,51,M,Solteiro(a),Branca,Não,Coaraci,BA,0.0,0.0,0.0,0.0,0.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,Não completou a 4ª série/5º ano do Ensino Fundamental.
3938,fd54251872018f7b4b8eb3a4cbc6b4595cb2f148,2016,Fortaleza,CE,22,F,Não informado,Parda,Não,Fortaleza,CE,382.4,490.5,522.7,437.1,680.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.",Não completou a 4ª série/5º ano do Ensino Fundamental.
3939,95d170d6c4f2c972c5f2f25b3ec4f5700349f441,2016,Palmas,TO,21,F,Não informado,Parda,Não,Palmas,TO,463.8,445.4,498.1,389.9,460.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade."
3940,05afc0be7b78a3ddcb68556e42e39d7dbd96600a,2016,Cabrobó,PE,18,F,Não informado,Branca,Não,Cabrobó,PE,393.9,434.6,466.5,382.4,320.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental."
3941,4e5e638b3f5a88648edc827fb700a1c0d754d754,2016,São Vicente,SP,17,M,Não informado,Parda,Não,São Vicente,SP,382.2,539.8,528.0,582.4,320.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou o Ensino Médio, mas não completou a Faculdade."
3942,7e42f08685aed5b977bde2d37447a4b135922934,2016,Mauá,SP,18,M,Não informado,Parda,Não,Mauá,SP,0.0,0.0,0.0,0.0,0.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio."
3943,e0e0b4513c5de5324e3392c0493b2e409d1b8f34,2016,Mauá,SP,17,F,Não informado,Branca,Não,Mauá,SP,373.8,533.6,488.2,419.8,400.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio."
3944,0e4fe07d880b9c0a7e104f9b72400592f5256b91,2016,Anápolis,GO,20,M,Não informado,Parda,Não,Anápolis,GO,563.6,625.9,559.4,535.6,700.0,Completou a Pós-graduação.,"Completou a Faculdade, mas não completou a Pós-graduação."
3945,bd11c0232dd63dc37f96751f987ede117cadb176,2016,Salvador,BA,19,F,Não informado,Preta,Não,Salvador,BA,0.0,0.0,0.0,0.0,0.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade."
3946,675fa812129f8463ad6b84590a18fac2573d7428,2016,Salvador,BA,20,M,Não informado,Branca,Não,Salvador,BA,0.0,0.0,0.0,0.0,0.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.","Completou o Ensino Médio, mas não completou a Faculdade."
3947,867bc415c8751828e736c93ce7c614bd09d34d7d,2016,Santa Maria,RS,18,F,Não informado,Branca,Não,Santa Maria,RS,457.0,543.2,422.9,416.7,520.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.","Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental."
3948,43c07638b266f2c52408309c3c72c002a1921f79,2016,Valinhos,SP,40,M,Casado(a)/Mora com companheiro(a),Branca,Não,Valinhos,SP,396.6,559.3,450.5,417.2,320.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio."
3949,717b022e14297a02e8b639aba76316b5e1ceb49e,2016,Arapoti,PR,17,F,Não informado,Parda,Não,Arapoti,PR,392.5,476.7,531.9,538.2,640.0,Não sei.,"Completou a Faculdade, mas não completou a Pós-graduação."
3950,fa8e4f43b6dcf6124c4486b159f65fb0daaa666c,2016,Rio de Janeiro,RJ,20,F,Não informado,Parda,Não,Rio de Janeiro,RJ,526.4,624.6,566.5,564.6,600.0,Completou a Pós-graduação.,"Completou o Ensino Médio, mas não completou a Faculdade."
3951,cf394d04c056c7d31edfecf220050aecee0884b0,2016,Missão Velha,CE,18,F,Não informado,Branca,Não,Missão Velha,CE,489.1,485.5,487.9,411.6,660.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou o Ensino Médio, mas não completou a Faculdade."
3952,68aad33747bb6ebc7a88db8b429e9e514b8573b8,2016,Cabo Frio,RJ,18,M,Não informado,Branca,Não,Cabo Frio,RJ,635.5,649.4,622.1,743.2,760.0,"Completou a Faculdade, mas não completou a Pós-graduação.","Completou a Faculdade, mas não completou a Pós-graduação."
3953,1ea8ecb4324f7236b821e778043f28cc77b6b76c,2016,Trajano de Moraes,RJ,17,M,Não informado,Parda,Não,Macaé,RJ,467.4,471.3,520.7,442.0,480.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,"Completou o Ensino Médio, mas não completou a Faculdade."
3954,a4d0feda8eeeb82226a162d5524cafc764eb9d22,2016,Canoas,RS,17,F,Não informado,Branca,Não,Canoas,RS,394.3,461.3,546.9,442.9,560.0,"Completou a Faculdade, mas não completou a Pós-graduação.","Completou o Ensino Médio, mas não completou a Faculdade."
3955,1237dffd6e3bd1b2bd1aac3d860c3f6ae56cf8e5,2016,Rio de Janeiro,RJ,19,F,Não informado,Parda,Não,Rio de Janeiro,RJ,542.1,601.6,580.8,566.4,700.0,"Completou a Faculdade, mas não completou a Pós-graduação.",Completou a Pós-graduação.
3956,39e40239271fbabb3537dc6ee522cd50b1a2e6b3,2016,Surubim,PE,20,F,Não informado,Parda,Não,Surubim,PE,0.0,0.0,0.0,0.0,0.0,Nunca estudou,Nunca estudou
3957,90356d9972b085527da8e6fccc9678fb5d9996d8,2016,Ibiapina,CE,17,F,Não informado,Indígina,Não,Ibiapina,CE,438.7,456.1,449.6,411.8,420.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.","Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental."
3958,8d5a380e79cdf4746461940d2762b76371196df8,2016,Nova Iguaçu,RJ,17,F,Não informado,Parda,Não,Nova Iguaçu,RJ,445.6,509.7,538.2,506.3,520.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade."
3959,67fc7bc0b7afc6bcdfeff44c2a74372b3c9e1542,2016,Campo Grande,MS,29,F,Solteiro(a),Branca,Não,Campo Grande,MS,466.3,573.5,503.3,406.8,520.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou o Ensino Médio, mas não completou a Faculdade."
3960,6e5cdbcc8231d212f915d0de52878af9ebbfc1da,2016,Ribeirão das Neves,MG,21,F,Não informado,Parda,Não,Santa Maria do Suaçuí,MG,498.9,552.3,495.5,482.8,460.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,Não completou a 4ª série/5º ano do Ensino Fundamental.
3961,5dd9039a4de45ddf3458348618a6de4cf4349b14,2016,Aracaju,SE,29,F,Solteiro(a),Parda,Não,Aracaju,SE,0.0,0.0,0.0,0.0,0.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio."
3962,41cf41bfd8de5c077c5ebebcf1eccd647f71aca5,2016,Bom Lugar,MA,18,M,Não informado,Não declarado,Não,Lago da Pedra,MA,451.3,429.7,443.1,442.9,160.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.","Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental."
3963,27b2825138c4def3295aa36979edc62f01ebb18d,2016,Santos,SP,19,M,Não informado,Preta,Não,Santos,SP,0.0,0.0,0.0,0.0,0.0,"Completou a Faculdade, mas não completou a Pós-graduação.",Não sei.
3964,7f7f4ad2be8ee39f8108ff005a36215a02084cf8,2016,Trajano de Moraes,RJ,17,F,Não informado,Branca,Não,Macaé,RJ,463.2,567.0,562.1,443.8,560.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio."
3965,28f5d4055a6516f85f53321060f959a255a74948,2016,Belo Horizonte,MG,32,F,Não informado,Branca,Não,Belo Horizonte,MG,446.6,454.3,464.7,417.0,540.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade."
3966,b3c402d146d73a91723b83a22cdc02af658c2282,2016,Vila Velha,ES,22,M,Solteiro(a),Branca,Não,Vila Velha,ES,550.2,509.7,509.4,538.0,560.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio."
3967,c392ac40d07ef0695694be4ddb3e32385c1e62d0,2016,Leoberto Leal,SC,18,M,Não informado,Branca,Não,Ituporanga,SC,0.0,0.0,0.0,0.0,0.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio."
3968,72382a9e9aa5e9bbd78207960eaea9939378f63f,2016,Mossoró,RN,29,F,Solteiro(a),Parda,Não,Mossoró,RN,0.0,0.0,0.0,0.0,0.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou a Faculdade, mas não completou a Pós-graduação."
3969,31977051e7c1c3979ddc7dc717e37a7960969784,2016,Mariana,MG,23,M,Não informado,Preta,Não,Mariana,MG,528.1,550.6,546.7,530.2,560.0,Nunca estudou,Não completou a 4ª série/5º ano do Ensino Fundamental.
3970,101d1aff4431056016a6b2eca1ec1f9ae5e72697,2016,Brotas,SP,21,F,Não informado,Branca,Não,Barra Bonita,SP,0.0,0.0,0.0,0.0,0.0,Nunca estudou,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental."
3971,fa0c0c5504311c5b0521110235b7d4296feaf428,2016,Birigui,SP,29,M,Não informado,Parda,Não,Araçatuba,SP,0.0,0.0,0.0,0.0,0.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio."
3972,b58aeb64280df7694430e597de6ec9ff070e53cc,2016,Três Rios,RJ,19,M,Não informado,Branca,Não,Três Rios,RJ,575.3,645.1,564.7,743.9,620.0,"Completou o Ensino Médio, mas não completou a Faculdade.",Completou a Pós-graduação.
3973,8b59c33844df96fe2764c0c01318576a98c1e603,2016,Nanuque,MG,20,F,Não informado,Amarela,Não,Nanuque,MG,453.7,497.9,0.0,0.0,0.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,Não completou a 4ª série/5º ano do Ensino Fundamental.
3974,f4dcf151275ea7283de04c2abfd6c68ff98c935a,2016,Pinhais,PR,17,F,Não informado,Branca,Não,Pinhais,PR,529.5,583.6,521.5,415.6,720.0,"Completou o Ensino Médio, mas não completou a Faculdade.",Não completou a 4ª série/5º ano do Ensino Fundamental.
3975,b0bc81dbedae67b573b359942b14e88ee6ac837c,2016,Rio de Janeiro,RJ,20,M,Não informado,Branca,Não,Rio de Janeiro,RJ,0.0,0.0,0.0,0.0,0.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental."
3976,66dda8b5a5d4c1d0eea56d0a48f1fb19ebc12219,2016,Cascavel,CE,20,M,Não informado,Amarela,Não,Cascavel,CE,524.8,558.9,556.7,429.9,560.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,Não completou a 4ª série/5º ano do Ensino Fundamental.
3977,88e80d262a5a6c11ddb002fd334dc0472e1b411c,2016,Rio Branco,AC,18,M,Não informado,Parda,Não,Rio Branco,AC,500.1,499.4,532.0,349.6,520.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a Faculdade, mas não completou a Pós-graduação."
